Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
11/20/2022,John Flores MD,Lisa Lee,Chevrolet,Silverado,2013,30139,0.114884872,3462.52
3/22/2023,Ann Leonard,Daniel Nguyen,Ford,Silverado,2012,14711,0.104976942,1544.32
4/15/2023,Tina Hardin,Caroline Brooks,Toyota,Silverado,2010,43104,0.083860322,3614.72
11/19/2022,Michelle Calderon,Amy Burke,Honda,Altima,2016,13533,0.103391371,1399.2
11/10/2022,Tracy Hunt,Nancy Page,Honda,F-150,2021,18828,0.132378182,2492.42
9/8/2022,Colin White,David Vincent,Toyota,F-150,2021,16270,0.126676657,2061.03
11/5/2022,Sarah Doyle,Nicole Gomez,Nissan,Corolla,2021,36285,0.07110343,2579.99
4/15/2023,Katherine Andrews,Denise Hanson,Ford,Corolla,2017,40896,0.141585275,5790.27
7/15/2022,Joseph Harper,Ricky Warner,Ford,Silverado,2017,23255,0.149595946,3478.85
12/10/2022,Derek Taylor,Dennis Hooper,Toyota,Altima,2019,33832,0.086985539,2942.89
5/24/2022,James Quinn,Kenneth Wilson,Ford,Civic,2011,18762,0.064332135,1207
4/12/2023,John Wilson,Angela King,Ford,F-150,2010,12966,0.078586409,1018.95
5/29/2022,Robin Powell,Jeanne Lewis,Ford,F-150,2016,20378,0.077069566,1570.52
5/8/2022,Casey Rivera,Melissa White,Chevrolet,Silverado,2022,20191,0.129404548,2612.81
3/30/2023,Alice Brown,Marcus Taylor,Ford,Civic,2017,23379,0.134192894,3137.3
10/31/2022,Charles Nichols,James Howard,Ford,Altima,2014,33401,0.074300005,2481.69
6/9/2022,William Mcclure,Danielle Harvey,Nissan,Civic,2019,45910,0.097331862,4468.51
4/8/2023,Laura Scott,Mark Brooks,Ford,Silverado,2018,17339,0.075457397,1308.36
11/23/2022,Sara Armstrong,Sarah Rosales,Ford,F-150,2010,34332,0.125304276,4301.95
6/26/2022,Megan Hicks,Anna Gomez,Honda,Silverado,2015,21860,0.116037762,2536.59
12/25/2022,Joshua Hall,Zachary Hudson,Ford,F-150,2022,34398,0.067473166,2320.94
12/17/2022,Ralph Bishop,Tammy Smith,Nissan,Altima,2016,38833,0.110744829,4300.55
6/28/2022,Derrick Richards,Richard Stanton,Toyota,Civic,2017,29437,0.069295957,2039.87
12/10/2022,Jacob Wilson,Anthony Alexander,Toyota,Silverado,2021,41368,0.051726492,2139.82
2/24/2023,Raymond Morales,Taylor Allen,Ford,Corolla,2022,14704,0.094317488,1386.84
4/1/2023,Shannon Smith,Cynthia Flores,Toyota,Corolla,2018,40432,0.086827608,3510.61
1/16/2023,Austin Olson,Joshua Bradley,Toyota,Altima,2021,43915,0.059531203,2614.31
6/22/2022,Amber Gates,Olivia Andrews,Toyota,Civic,2012,31733,0.148481238,4711.76
1/13/2023,Dana Kelly,Danielle Jackson,Nissan,F-150,2011,46137,0.06012295,2773.89
9/4/2022,Christine Johnson,Kristopher Schroeder,Honda,Corolla,2020,17246,0.089816606,1548.98
8/1/2022,Michael Brown,Isaac Crawford,Ford,Corolla,2022,32113,0.052930445,1699.76
7/22/2022,Joseph Cain,William Sanders,Toyota,Corolla,2011,16398,0.118479293,1942.82
8/5/2022,Nicole Perry,Stanley Turner,Toyota,Corolla,2013,16358,0.113891389,1863.04
9/23/2022,Jessica Moore,Kenneth Jensen,Honda,Altima,2014,25200,0.10300403,2595.7
5/27/2022,Amanda Owens,Charles Jackson Jr.,Honda,Silverado,2014,14141,0.050698314,716.92
11/24/2022,Deborah Roberts,Patrick Tucker,Chevrolet,Corolla,2021,13167,0.06250744,823.04
7/1/2022,Mr. Michael Schmidt,Laura Carson,Toyota,Silverado,2016,38840,0.117907919,4579.54
6/3/2022,Amanda Peterson,Jennifer Parker,Honda,Corolla,2019,22224,0.119115508,2647.22
2/8/2023,Justin Hudson,Kathryn Monroe,Honda,Silverado,2010,33421,0.119785029,4003.34
11/16/2022,Joshua Kelly,Gregg Clark,Toyota,F-150,2019,14097,0.120480736,1698.42
4/22/2023,Ashley Beltran,Dawn Bennett,Chevrolet,Civic,2014,17711,0.094711231,1677.43
6/3/2022,Diane Compton,Teresa Martinez,Nissan,Silverado,2019,29927,0.08650694,2588.89
8/31/2022,Donald Cooke,Casey Stark,Honda,Corolla,2018,46544,0.063570025,2958.8
1/19/2023,Debbie Gomez,Joyce Kerr,Chevrolet,Civic,2011,19998,0.074856173,1496.97
2/2/2023,Rebecca Watkins,Kenneth Sherman,Ford,F-150,2012,30424,0.110178846,3352.08
8/21/2022,Randy Mahoney,Billy Gutierrez,Nissan,Civic,2018,38239,0.108878546,4163.41
8/16/2022,Timothy Hanson,Sarah Clark,Nissan,Civic,2013,32101,0.128344707,4119.99
12/24/2022,Dustin Torres,Patrick Dunn,Honda,Altima,2022,41365,0.096666341,3998.6
8/31/2022,Shirley Smith,Michael Barker,Toyota,Silverado,2010,48722,0.077691757,3785.3
9/4/2022,John Wiggins,Kelly Coffey,Honda,F-150,2020,42756,0.079999771,3420.47
12/27/2022,Mary Jones,Robert Taylor,Toyota,Altima,2015,34330,0.101566368,3486.77
1/22/2023,Fred Bowman,Lisa Sanford,Ford,F-150,2012,22832,0.12282426,2804.32
8/11/2022,Tim Davis,Heather Taylor,Honda,Corolla,2019,11049,0.133489919,1474.93
11/15/2022,Peggy Marshall,Joseph Hess,Ford,Civic,2013,49490,0.092738323,4589.62
10/13/2022,Kristi Duran,Amber Salas,Toyota,Civic,2020,38385,0.113843448,4369.88
8/9/2022,Mary Goodwin,Michelle Gonzalez,Nissan,Civic,2011,34560,0.099701467,3445.68
9/16/2022,Danny Barron,Randy Eaton,Honda,Civic,2021,48046,0.083904814,4031.29
12/17/2022,Robin Leach,Ernest Williams,Honda,Silverado,2013,48461,0.079767873,3865.63
1/11/2023,David Wood,Brenda Baker MD,Toyota,Civic,2011,16362,0.088959556,1455.56
9/6/2022,Kristin Rivera,Ashley Gutierrez,Toyota,F-150,2015,24503,0.145405538,3562.87
10/23/2022,Jill Paul,Hunter Thomas,Chevrolet,Silverado,2017,34948,0.138030468,4823.89
7/21/2022,Mary Campbell,Jennifer Rivera,Nissan,F-150,2011,25521,0.130146085,3321.46
3/30/2023,Holly Parker,Nathan Johnson,Ford,Corolla,2015,11870,0.081444962,966.75
11/22/2022,Amanda Coleman,Tina Hayes,Nissan,F-150,2016,15350,0.08309344,1275.48
11/28/2022,Ryan Krueger,Aaron Nash,Ford,Civic,2019,25335,0.103513092,2622.5
9/1/2022,Jordan Walker,Jennifer Walker,Ford,Silverado,2013,44640,0.143765709,6417.7
4/20/2023,Daniel Contreras,Connor Dominguez,Chevrolet,Altima,2016,20652,0.126257033,2607.46
6/10/2022,Brenda Anderson,William Campos,Ford,Civic,2020,17122,0.134221131,2298.13
9/20/2022,Cheryl Medina,Roy Marquez,Toyota,Corolla,2019,11399,0.112275013,1279.82
2/22/2023,Richard Villa,Paul Carrillo II,Honda,Civic,2017,19379,0.072805354,1410.89
8/29/2022,Erin Smith,Amber Gutierrez,Toyota,Altima,2014,22209,0.11072132,2459.01
9/9/2022,Laura Rose,Amy Reyes,Ford,Corolla,2011,35151,0.111932479,3934.54
12/10/2022,Marc Roberts,Elizabeth Miller,Toyota,Silverado,2020,23397,0.082204612,1923.34
4/14/2023,Angela Clark,Dominic Hall,Nissan,Silverado,2019,24997,0.146265854,3656.21
6/8/2022,Daniel Sullivan,William Thomas,Toyota,Corolla,2012,19808,0.090922737,1801
1/31/2023,Ryan Kennedy,Mary Hendrix,Nissan,F-150,2016,38265,0.076542669,2928.91
9/5/2022,Barbara Murphy MD,Kayla Bell,Toyota,Silverado,2011,30538,0.121211713,3701.56
11/25/2022,Pam Camacho,Gregory Scott,Ford,Civic,2022,10640,0.088076335,937.13
7/13/2022,Kelli Juarez,Whitney Jones,Toyota,Altima,2020,37013,0.111573682,4129.68
4/23/2023,Bethany Cook,Keith Smith,Honda,F-150,2018,29712,0.063093552,1874.64
10/28/2022,Scott Norman,Jennifer Ross,Ford,Silverado,2010,24638,0.070029324,1725.38
1/28/2023,Michelle Smith,Mark Campbell,Honda,F-150,2021,15976,0.126221302,2016.51
3/2/2023,Brenda Bowers,Jesus Garcia,Chevrolet,Corolla,2013,47872,0.111187755,5322.78
8/18/2022,Adam Walker,Jeffrey Lopez,Chevrolet,Corolla,2017,31260,0.085673837,2678.16
5/15/2022,Charles Gray,Jessica Strickland,Nissan,Civic,2013,20853,0.07113225,1483.32
2/12/2023,Krista Branch,Carolyn Orozco,Honda,Silverado,2014,21544,0.131987754,2843.54
10/16/2022,Briana Brown,Alyssa Reyes,Honda,Civic,2016,12226,0.086431801,1056.72
1/15/2023,Brian Reeves,Vincent Huerta,Honda,Corolla,2018,34470,0.112307186,3871.23
3/31/2023,Teresa Noble,Reginald Rios,Honda,F-150,2021,38096,0.117404769,4472.65
9/14/2022,Amanda Bryan,Jessica Watkins,Ford,Corolla,2017,43818,0.108297984,4745.4
11/28/2022,Mark Hale,Christina Hale,Chevrolet,Corolla,2016,26710,0.100736811,2690.68
4/24/2023,John Cabrera,Kent Spencer,Ford,Corolla,2013,41343,0.112515733,4651.74
10/31/2022,Olivia Deleon,Michele Medina,Nissan,Altima,2018,11445,0.138433693,1584.37
10/24/2022,Mindy Perez,Andrea Mckinney,Nissan,F-150,2017,35308,0.134376384,4744.56
10/16/2022,Robin Hernandez,Susan Boyd,Chevrolet,Corolla,2018,42343,0.118411694,5013.91
6/15/2022,Brent Hammond,Theresa Thomas,Chevrolet,Corolla,2013,38433,0.063787994,2451.56
3/7/2023,Stephen Brewer,Jose Stewart,Ford,F-150,2012,18113,0.134057391,2428.18
12/29/2022,Martha Parks DVM,Thomas Moore,Honda,Altima,2016,38943,0.097608247,3801.16
11/7/2022,Crystal Stanley,Bryan Klein,Toyota,Silverado,2017,45236,0.098150027,4439.91
9/30/2022,Latoya Madden,Michael Christian,Nissan,Civic,2017,17975,0.146113635,2626.39
7/6/2022,Pamela Ochoa,Sandra Dunn,Toyota,Silverado,2010,24144,0.14118464,3408.76
7/2/2022,Elizabeth Hill,Michael Brown,Toyota,Corolla,2015,23865,0.125681266,2999.38
5/7/2022,Ashley Mccarthy,Courtney Brown,Toyota,Silverado,2016,28044,0.07743567,2171.61
1/15/2023,Linda Romero,Elizabeth Jones,Toyota,F-150,2014,11765,0.056234604,661.6
6/8/2022,Austin Barnes,Sheena Stafford,Chevrolet,Silverado,2010,33992,0.092402751,3140.95
12/14/2022,Robert Jackson,Katherine Blake,Toyota,Silverado,2013,15389,0.073818687,1136
11/26/2022,Susan Robinson,Cheryl Vincent,Ford,Corolla,2010,22690,0.133899358,3038.18
3/14/2023,Michael Jones,Kenneth Miller,Chevrolet,Silverado,2011,43069,0.105318432,4535.96
11/4/2022,Sara Patterson,Aaron Smith,Chevrolet,Civic,2012,16417,0.079487021,1304.94
3/15/2023,Joseph Nelson,Joseph Graham,Toyota,Civic,2018,28972,0.120055663,3478.25
12/27/2022,Ryan Smith,Bobby Foster,Honda,Silverado,2012,12670,0.052600801,666.45
9/29/2022,Frances Morales,Evan Andrews,Ford,F-150,2021,13399,0.09567961,1282.01
12/25/2022,Jamie Brooks,David Harrison,Chevrolet,Civic,2013,48754,0.111786699,5450.05
12/13/2022,Jeffery Hamilton,Caleb Cobb MD,Toyota,Altima,2018,17634,0.068619227,1210.03
9/19/2022,Angela Rios,Erica Gardner,Toyota,F-150,2019,40022,0.146249241,5853.19
11/23/2022,Deborah Williams,Christopher Hernandez,Honda,F-150,2011,42856,0.069879915,2994.77
8/26/2022,Katie Moore,Norma Finley,Chevrolet,Corolla,2019,47378,0.078632793,3725.46
1/12/2023,Sabrina Burns,Angela Wyatt,Honda,F-150,2015,22892,0.120651616,2761.96
4/1/2023,Robert Robinson,Renee Faulkner,Ford,Silverado,2015,18999,0.080143822,1522.65
12/1/2022,Karla Obrien,Russell Montoya,Ford,Altima,2019,43120,0.06668594,2875.5
2/25/2023,Michael Silva,Jill Brown,Honda,F-150,2016,44980,0.114425243,5146.85
9/18/2022,Megan Johnson,Ashley Ellis,Toyota,F-150,2015,31391,0.06311784,1981.33
7/5/2022,Nicholas Austin,David Haley,Ford,Corolla,2018,31789,0.091738587,2916.28
8/25/2022,Amanda Wells,David Case,Toyota,F-150,2011,30880,0.051053414,1576.53
2/22/2023,Benjamin Bennett,Tracy Arnold,Chevrolet,F-150,2017,19467,0.095319295,1855.58
3/28/2023,Jacqueline Joseph,Lindsey Cruz,Toyota,F-150,2010,20637,0.131301353,2709.67
6/16/2022,Timothy Roberts,Nathan Smith,Nissan,Corolla,2018,25997,0.084507768,2196.95
11/10/2022,Mario Jordan,James Martinez,Chevrolet,Altima,2022,18185,0.148451804,2699.6
4/10/2023,Kathleen Allen,Jorge Ortiz,Honda,Civic,2018,10672,0.106514383,1136.72
9/12/2022,Rachel Stone,Jason Rodgers,Chevrolet,Altima,2013,37955,0.142869812,5422.62
6/26/2022,Caroline Fleming,Lucas Gonzalez,Nissan,Corolla,2018,46947,0.064360227,3021.52
10/21/2022,Shawn Montgomery,John Pugh,Chevrolet,F-150,2018,37385,0.121773672,4552.51
12/23/2022,Sharon Gardner,Eric Terry,Ford,Altima,2012,23791,0.099944094,2377.77
8/4/2022,Ryan Bates,Samantha Webb,Nissan,Civic,2013,12246,0.145384317,1780.38
9/16/2022,Donna Villarreal,Michelle Carter,Chevrolet,Corolla,2020,44736,0.073310614,3279.62
10/19/2022,Kevin Hayes Jr.,Kyle Davis,Honda,Civic,2010,36669,0.146920623,5387.43
1/3/2023,Danny Powers,Paul Pace,Ford,F-150,2020,14247,0.093155544,1327.19
4/29/2023,Sharon Escobar,Gregory Clayton,Ford,Silverado,2011,13423,0.116616109,1565.34
6/28/2022,Jason Collins,Kelly Day,Nissan,Corolla,2020,10348,0.091511925,946.97
11/3/2022,Phyllis Acosta,Jamie Mclean,Nissan,Corolla,2013,21719,0.081158761,1762.69
3/24/2023,David Butler,Allison Chapman,Chevrolet,Silverado,2012,19469,0.098696305,1921.52
10/9/2022,Kevin Boyd,Deanna Wright,Chevrolet,Corolla,2012,12410,0.131626085,1633.48
12/30/2022,William Stevenson,Victoria Garcia,Chevrolet,Corolla,2011,40682,0.128927394,5245.02
3/9/2023,Derrick Lopez,Stephen Yang,Ford,Altima,2018,42689,0.143165308,6111.58
12/28/2022,Roger Smith,Albert Powell,Ford,F-150,2014,28242,0.117523091,3319.09
10/29/2022,Nicole Thornton,Taylor Lawson,Ford,Corolla,2011,48799,0.076910203,3753.14
9/21/2022,David Lewis,Carol Roth,Honda,Silverado,2019,44492,0.064541155,2871.57
12/3/2022,Carlos Fox,Rebecca Guzman,Chevrolet,F-150,2021,20143,0.071420345,1438.62
11/18/2022,Brian Benson,Cory Frey,Honda,Altima,2017,24330,0.093824792,2282.76
11/8/2022,Heather Glass,Jeremy Taylor,Chevrolet,Corolla,2012,13264,0.065914098,874.28
5/8/2022,Charles Ross,Jacob Allen,Chevrolet,Silverado,2012,25755,0.109746038,2826.51
10/6/2022,Dwayne Bass,Lauren Smith,Toyota,Corolla,2022,42297,0.077407426,3274.1
7/24/2022,Michael Gomez,Kelly Kirk,Ford,Altima,2014,31160,0.11950051,3723.64
3/4/2023,Brian Villegas,William Smith,Toyota,Corolla,2012,23329,0.121015369,2823.17
11/23/2022,Cassandra Haynes,Sean Hunt,Nissan,Silverado,2011,29680,0.082357794,2444.38
10/22/2022,Joseph Reynolds,Richard Oconnor,Toyota,Altima,2015,33172,0.127317363,4223.37
12/22/2022,Heather Hall,Patty Cox,Ford,F-150,2010,18415,0.097214966,1790.21
8/21/2022,Timothy Gallegos,Darren Williams,Honda,Silverado,2020,46393,0.090864794,4215.49
7/18/2022,Eugene Curtis,Judith Martinez,Honda,F-150,2012,38249,0.060383652,2309.61
8/31/2022,Alicia Ramirez,Mia Hoffman,Honda,F-150,2020,38017,0.073518453,2794.95
1/15/2023,Scott Jackson,Tyler Monroe,Ford,Corolla,2010,11659,0.074172532,864.78
8/30/2022,Lindsey Carter,Terry Mendoza,Nissan,F-150,2018,35829,0.088927539,3186.18
3/7/2023,Alyssa Larsen,Joseph Bryan,Chevrolet,Civic,2012,45912,0.139187278,6390.37
2/13/2023,Katherine Taylor,Daniel Briggs,Chevrolet,Civic,2011,38872,0.070225994,2729.82
7/24/2022,Kim Flores,Amber Miller,Chevrolet,Altima,2013,42254,0.096306368,4069.33
9/20/2022,Julia Wilson,Gloria Walker,Ford,Corolla,2017,28875,0.101652807,2935.22
2/26/2023,Larry Lopez,Michelle Douglas,Honda,Corolla,2012,35207,0.147403271,5189.63
10/5/2022,Monique Wong,Tiffany Chavez,Chevrolet,Civic,2012,16978,0.144586899,2454.8
8/9/2022,Joshua Melendez,Adam Steele,Chevrolet,Altima,2019,43735,0.057059321,2495.49
8/3/2022,Brianna Pena,Alexis Patton,Nissan,Corolla,2016,19935,0.090539326,1804.9
6/27/2022,Cassandra Diaz,Jacqueline Harrison DDS,Ford,Corolla,2014,18997,0.14272315,2711.31
3/17/2023,Bethany Walton,Robert Delacruz,Chevrolet,Silverado,2014,18596,0.088485126,1645.47
5/23/2022,Mary Cook,Austin Flores,Toyota,Altima,2016,45881,0.078803762,3615.6
10/22/2022,Sonya Allen,Wendy Parrish,Toyota,Silverado,2022,41708,0.104216329,4346.65
10/25/2022,Laura Grant,Sandra Valdez,Honda,Corolla,2022,40455,0.090098282,3644.93
11/9/2022,Victoria Wilson,Amber Arnold,Chevrolet,Corolla,2010,47508,0.130556428,6202.47
7/22/2022,Jerry Perkins,John Holden,Ford,Altima,2018,49537,0.107371005,5318.84
5/27/2022,Ryan Lopez,Erica Poole,Ford,Altima,2017,12308,0.123542533,1520.56
7/11/2022,Michelle Scott,Juan Mcdowell,Ford,Corolla,2014,35678,0.058623628,2091.57
11/28/2022,Michael Miller,Natalie Martin,Nissan,Altima,2010,17840,0.113536497,2025.49
4/12/2023,Jacqueline Ramirez,Steven King,Ford,Corolla,2012,41179,0.127566909,5253.08
11/27/2022,Mary Mclaughlin,Regina Davis,Honda,Corolla,2017,31494,0.050574329,1592.79
4/5/2023,Timothy Smith,Anthony Gray,Toyota,Civic,2021,16650,0.086613308,1442.11
5/2/2022,Stephanie King,Shannon Mckee,Toyota,Corolla,2011,48962,0.060492726,2961.84
12/13/2022,Brian Moore,Alan Butler,Ford,Silverado,2010,14796,0.100270139,1483.6
6/10/2022,William Miles,Emily Washington,Ford,Silverado,2011,15334,0.063319375,970.94
12/10/2022,Sarah Miller,Ashley Briggs,Ford,Altima,2022,27976,0.079634512,2227.86
8/20/2022,Arthur Smith,Angela Cuevas,Nissan,Altima,2014,36227,0.098172519,3556.5
11/29/2022,Marcus Reed,Victor Stein,Ford,Civic,2017,22864,0.134328451,3071.29
1/27/2023,Sarah Chapman,Mitchell Vincent,Ford,F-150,2019,45086,0.122819195,5537.43
5/13/2022,Charles Smith,Mary Brandt,Honda,Altima,2014,15431,0.105046812,1620.98
2/24/2023,Benjamin Frank,Deanna Tapia,Honda,Silverado,2017,45154,0.091482261,4130.79
2/27/2023,Christine Wheeler,Adam Watkins,Honda,Civic,2010,21187,0.069307429,1468.42
1/22/2023,Robert Huang,Katherine Vasquez,Toyota,Civic,2016,10886,0.137336708,1495.05
6/20/2022,Matthew Silva,Samuel Cook,Chevrolet,Civic,2016,25892,0.116088941,3005.77
6/16/2022,Martin Lawrence,Johnny Larson,Toyota,Civic,2014,34586,0.119626197,4137.39
10/25/2022,Benjamin Arroyo,Kathleen Burnett,Toyota,Civic,2022,10485,0.147170552,1543.08
9/16/2022,Timothy Dixon,David Carter,Nissan,Altima,2018,48892,0.134939739,6597.47
10/17/2022,Melissa Hughes,Samuel Green,Chevrolet,F-150,2021,31405,0.079812584,2506.51
6/17/2022,Sarah Murphy,Matthew Garcia,Ford,Altima,2021,30339,0.063816082,1936.12
9/9/2022,Timothy Krause,Sandra Berry,Chevrolet,Altima,2020,49303,0.082831123,4083.82
6/22/2022,Nicholas Golden,Cathy Howard,Honda,Altima,2022,17820,0.126537366,2254.9
7/31/2022,Jason Parks,Carol Perez,Nissan,Silverado,2011,20647,0.132063713,2726.72
12/22/2022,Evan Hicks,Jeremy Riley,Toyota,Altima,2012,23542,0.111755813,2630.96
9/7/2022,Douglas Lynn,Ricky Jimenez,Honda,Altima,2022,26075,0.128294838,3345.29
1/29/2023,Steven Reyes,Emily Goodwin,Toyota,Altima,2012,31947,0.141849,4531.65
8/30/2022,Lori Meadows,Richard Norman,Ford,Corolla,2011,26334,0.055130234,1451.8
2/11/2023,Angelica Shields,Brittany Proctor,Chevrolet,Civic,2013,39969,0.137703955,5503.89
11/11/2022,Shawn Norman,Mr. Scott Miranda,Chevrolet,F-150,2018,47089,0.066696481,3140.67
11/3/2022,Dr. Gregory Garcia Jr.,Jennifer Johnson,Ford,Civic,2021,38884,0.146338133,5690.21
4/29/2023,Katherine Irwin,Donald Wallace,Chevrolet,Civic,2016,33921,0.064163121,2176.48
1/16/2023,Elizabeth Gonzalez,Nathaniel Delacruz,Nissan,Silverado,2012,34761,0.089898314,3124.96
1/6/2023,Roger Blackburn,Jodi Ward,Nissan,Corolla,2020,38556,0.096957475,3738.29
9/16/2022,Christopher Travis,Sherry Blanchard,Chevrolet,Corolla,2016,30445,0.125015001,3806.08
7/23/2022,Kimberly Mclaughlin,Alexander Zamora,Nissan,Silverado,2013,30465,0.078868042,2402.71
12/20/2022,Amanda Morris,Danielle Hoffman,Chevrolet,Silverado,2014,24445,0.099695893,2437.07
6/10/2022,Madeline Daniels,Tyler Guzman,Honda,Altima,2012,33152,0.076134934,2524.03
9/22/2022,Miss Christy Rodriguez,Judy Murphy MD,Ford,Silverado,2011,38088,0.110330819,4202.28
2/3/2023,Jeffrey Johnson,Willie Cobb,Honda,F-150,2015,45828,0.088026408,4034.07
7/13/2022,Alyssa Duke,Mark Robinson,Nissan,Civic,2012,14950,0.097385242,1455.91
2/22/2023,Robert Floyd,Jessica Woodard,Toyota,Altima,2014,49117,0.0922061,4528.89
7/6/2022,Alexander Marshall,Jason Sanchez,Ford,Corolla,2021,15823,0.100075993,1583.5
5/21/2022,Clinton Martin,Brian Morgan,Ford,Altima,2022,42311,0.071696026,3033.53
1/8/2023,Bob Morris,Jennifer Delgado,Chevrolet,F-150,2014,24922,0.100375545,2501.56
6/18/2022,Amy Lee,Amanda Smith,Ford,Silverado,2012,43766,0.128167573,5609.38
10/27/2022,Troy Mason,Stephanie Duncan,Nissan,Altima,2013,15323,0.080349527,1231.2
10/21/2022,Travis Roberts,Summer Curtis,Nissan,Silverado,2014,13942,0.077403643,1079.16
6/15/2022,Carol Martinez,Steven Preston,Chevrolet,F-150,2021,22109,0.127053254,2809.02
11/20/2022,Mathew Manning,Kathryn Adams,Toyota,Civic,2017,17233,0.079889957,1376.74
1/19/2023,Jeffrey Martin,Shane Browning,Ford,Civic,2010,44624,0.066605154,2972.19
11/18/2022,Nicole Anderson,Amanda Thomas,Toyota,Silverado,2015,11357,0.091388498,1037.9
11/21/2022,Lindsey Little,David Harris,Nissan,Civic,2012,32916,0.083417252,2745.76
12/17/2022,Nicholas Johnson DDS,Angela Dixon,Honda,Corolla,2016,12801,0.124453803,1593.13
4/7/2023,Jacqueline Henry,Betty Mclean,Nissan,Silverado,2015,17604,0.076105174,1339.76
11/19/2022,Marie Martin,William Huang,Ford,Silverado,2017,29688,0.051286283,1522.59
9/18/2022,Christina Bailey,George Ross,Toyota,Silverado,2013,37631,0.136279614,5128.34
2/25/2023,Mary Martinez,Frank Simpson,Honda,Altima,2015,40044,0.141388092,5661.74
1/6/2023,Kelsey Mendoza,Tracy Reyes,Ford,Silverado,2011,49945,0.130769839,6531.3
11/29/2022,John Leach DDS,Janet Johnson,Chevrolet,Altima,2019,34961,0.085771868,2998.67
12/30/2022,Amanda Griffith,Grant Salazar,Nissan,F-150,2017,39294,0.067477754,2651.47
7/25/2022,Melissa Bender,Sean Vasquez,Toyota,Altima,2014,42676,0.129260628,5516.33
8/2/2022,Carol Frost,Amy Hernandez,Chevrolet,F-150,2016,19825,0.112868414,2237.62
2/17/2023,Elijah Smith,Jacob Jones,Ford,Corolla,2018,47565,0.071967625,3423.14
11/9/2022,Thomas Williams,John Watkins,Honda,Altima,2017,17380,0.104872718,1822.69
4/15/2023,Heather Garcia,Nicholas Collins,Ford,Altima,2017,24260,0.109500077,2656.47
2/13/2023,Stephanie Adams,Katrina Kidd,Honda,Silverado,2017,41990,0.112653408,4730.32
12/15/2022,James Waller,Jeffrey Brown,Honda,Silverado,2022,37863,0.136980979,5186.51
10/4/2022,Victoria Wallace,Miranda Brown,Chevrolet,F-150,2015,47728,0.078391071,3741.45
9/26/2022,Katelyn White,Mr. Frank Vargas,Toyota,Civic,2010,49849,0.132848968,6622.39
2/21/2023,Gabriel Castillo,Marie Alvarez,Honda,Corolla,2019,13048,0.050925364,664.47
5/17/2022,Kevin Christian,Julie Andrews,Chevrolet,Corolla,2017,44180,0.069703534,3079.5
11/9/2022,Mr. Christopher Schroeder,Thomas Henry,Ford,Altima,2010,24302,0.089327772,2170.84
7/3/2022,Catherine Herrera,Katelyn Mitchell,Honda,F-150,2011,34853,0.105347243,3671.67
1/31/2023,Jeffrey Sparks,Robert Martinez,Chevrolet,F-150,2012,39179,0.108264031,4241.68
4/28/2023,Mark Steele,Joseph Jones,Ford,F-150,2011,44318,0.074988517,3323.34
4/30/2023,Timothy Williams,Rebekah Reid,Toyota,Civic,2011,42752,0.078064153,3337.4
8/1/2022,Lisa Hernandez,Taylor Jones,Honda,Corolla,2016,34334,0.126862916,4355.71
10/8/2022,Dana Thomas,Brian Smith,Nissan,Civic,2016,48978,0.095739669,4689.14
12/22/2022,Patricia James,Danielle Collins,Nissan,Altima,2015,21313,0.113416431,2417.24
1/17/2023,Jonathan Armstrong,Michael Houston,Chevrolet,Civic,2012,23088,0.08630531,1992.62
6/8/2022,William Murphy,Mr. Daniel Green,Toyota,Corolla,2017,13431,0.095863887,1287.55
10/24/2022,Lisa Mccarthy,April Johnson,Ford,F-150,2011,30189,0.060811376,1835.83
11/11/2022,Laurie Wilson,Lindsay Richardson,Honda,Corolla,2011,22733,0.052397496,1191.15
1/24/2023,Anna Tran,Denise Garcia,Toyota,Altima,2017,36955,0.052923896,1955.8
5/15/2022,Cory Waters,Tonya Sandoval,Honda,Corolla,2011,19177,0.136912055,2625.56
12/22/2022,David Mann,Yolanda Harris,Honda,Civic,2018,35602,0.147286251,5243.69
9/12/2022,Allison Warren,Jessica Garza,Ford,Altima,2017,43800,0.147871694,6476.78
6/4/2022,Shannon Cain,Steven Nichols,Nissan,F-150,2015,15108,0.096859653,1463.36
12/24/2022,Cindy Curry,Lisa Taylor,Ford,F-150,2022,32038,0.055328377,1772.61
9/18/2022,Christopher May,Jason Simmons,Nissan,Silverado,2016,43906,0.107946343,4739.49
3/17/2023,Jo Lawrence,Brittney Wu,Ford,Silverado,2010,47472,0.070349389,3339.63
7/4/2022,Justin Miranda,Jill Sloan,Ford,Corolla,2012,36401,0.137432999,5002.7
12/9/2022,Dwayne Rodriguez,Jennifer Curry,Nissan,Corolla,2020,20832,0.082601534,1720.76
10/29/2022,Nancy Archer,Shane Miller,Honda,Corolla,2021,30916,0.084875386,2624.01
12/21/2022,William Wilson,Michelle Johnson,Toyota,F-150,2012,28060,0.107866238,3026.73
9/25/2022,Samuel Lopez,Veronica Hernandez,Honda,Silverado,2018,47634,0.078465934,3737.65
1/13/2023,Kelly Reed,Nathan Henry,Chevrolet,Corolla,2018,42344,0.104544881,4426.85
4/30/2023,Richard Fuller,William King,Toyota,Altima,2016,37703,0.097480874,3675.32
